IDCIDCATEGORIA,IDCIDSUBCATEGORIA,OPC,DESCRICAO,RESTRICAO
B35,B350,,B35.0 Tinha da barba e do couro cabeludo,5
B35,B351,,B35.1 Tinha das unhas,5
B35,B352,,B35.2 Tinha da mao,5
B35,B353,,B35.3 Tinha dos pes,5
B35,B354,,B35.4 Tinha do corpo,5
B35,B355,,B35.5 Tinha imbricada,5
B35,B356,,B35.6 Tinea cruris,5
B35,B358,,B35.8 Outr dermatofitoses,5
B35,B359,,B35.9 Dermatofitose NE,5
B36,B360,,B36.0 Pitiriase versicolor,5
B36,B361,,B36.1 Tinha negra,5
B36,B362,,B36.2 Piedra branca,5
B36,B363,,B36.3 Piedra negra,5
B36,B368,,B36.8 Outr micoses superf espec,5
B36,B369,,B36.9 Micose superf NE,5
B37,B370,,B37.0 Estomatite p/Candida,5
B37,B371,,B37.1 Candidiase pulmonar,5
B37,B372,,B37.2 Candidiase da pele e das unhas,5
B37,B373,+,B37.3 Candidiase da vulva e da vagina,3
B37,B374,+,B37.4 Candidiase de outr localiz urogenitais,5
B37,B375,+,B37.5 Meningite p/Candida,5
B37,B376,+,B37.6 Endocardite p/Candida,5
B37,B377,,B37.7 Septicemia p/Candida,5
B37,B378,,B37.8 Candidiase de outr localiz,5
B37,B379,,B37.9 Candidiase NE,5
B38,B380,,B38.0 Coccidioidomicose pulmonar aguda,5
B38,B381,,B38.1 Coccidioidomicose pulmonar cronica,5
B38,B382,,B38.2 Coccidioidomicose pulmonar NE,5
B38,B383,,B38.3 Coccidioidomicose cutanea,5
B38,B384,+,B38.4 Meningite p/coccidioidomicose,5
B38,B387,,B38.7 Coccidioidomicose disseminada,5
B38,B388,,B38.8 Outr form de coccidioidomicose,5
B38,B389,,B38.9 Coccidioidomicose NE,5
B39,B390,,B39.0 Histoplasmose pulmonar aguda p/H.capsulatum,5
B39,B391,,B39.1 Histoplasmose pulmonar cronic p/H.capsulatum,5
B39,B392,,B39.2 Histoplasmose pulmonar NE p/H.capsulatum,5
B39,B393,,B39.3 Histoplasmose disseminada p/H.capsulatum,5
B39,B394,,B39.4 Histoplasmose NE p/Histoplasma capsulatum,5
B39,B395,,B39.5 Histoplasmose p/Histoplasma duboisii,5
B39,B399,,B39.9 Histoplasmose NE,5
B40,B400,,B40.0 Blastomicose pulmonar aguda,5
B40,B401,,B40.1 Blastomicose pulmonar cronica,5
B40,B402,,B40.2 Blastomicose pulmonar NE,5
B40,B403,,B40.3 Blastomicose cutanea,5
B40,B407,,B40.7 Blastomicose disseminada,5
B40,B408,,B40.8 Outr form de blastomicose,5
B40,B409,,B40.9 Blastomicose NE,5
B41,B410,,B41.0 Paracoccidioidomicose pulmonar,5
B41,B417,,B41.7 Paracoccidioidomicose disseminada,5
B41,B418,,B41.8 Outr form de paracoccidioidomicose,5
B41,B419,,B41.9 Paracoccidioidomicose NE,5
B42,B420,+,B42.0 Esporotricose pulmonar,5
B42,B421,,B42.1 Esporotricose linfocutanea,5
B42,B427,,B42.7 Esporotricose disseminada,5
B42,B428,,B42.8 Outr form de esporotricose,5
B42,B429,,B42.9 Esporotricose NE,5
B43,B430,,B43.0 Cromomicose cutanea,5
B43,B431,,B43.1 Abscesso cerebral feomicotico,5
B43,B432,,B43.2 Abscesso e cisto feomicotico subcutaneos,5
B43,B438,,B43.8 Outr form de cromomicose,5
B43,B439,,B43.9 Cromomicose NE,5
B44,B440,,B44.0 Aspergilose pulmonar invasiva,5
B44,B441,,B44.1 Outr aspergiloses pulmonares,5
B44,B442,,B44.2 Aspergilose amigdaliana,5
B44,B447,,B44.7 Aspergilose disseminada,5
B44,B448,,B44.8 Outr form de Aspergilose,5
B44,B449,,B44.9 Aspergilose NE,5
B45,B450,,B45.0 Criptococose pulmonar,5
B45,B451,,B45.1 Criptococose cerebral,5
B45,B452,,B45.2 Criptococose cutanea,5
B45,B453,,B45.3 Criptococose ossea,5
B45,B457,,B45.7 Criptococose disseminada,5
B45,B458,,B45.8 Outr form de criptococose,5
B45,B459,,B45.9 Criptococose NE,5
B46,B460,,B46.0 Mucormicose pulmonar,5
B46,B461,,B46.1 Mucormicose rinocerebral,5
B46,B462,,B46.2 Mucormicose gastrointestinal,5
B46,B463,,B46.3 Mucormicose cutanea,5
B46,B464,,B46.4 Mucormicose disseminada,5
B46,B465,,B46.5 Mucormicose NE,5
B46,B468,,B46.8 Outr zigomicoses,5
B46,B469,,B46.9 Zigomicose NE,5
B47,B470,,B47.0 Eumicetoma,5
B47,B471,,B47.1 Actinomicetoma,5
B47,B479,,B47.9 Micetoma NE,5
B48,B480,,B48.0 Lobomicose,5
B48,B481,,B48.1 Rinosporidiose,5
B48,B482,,B48.2 Alesqueriose,5
B48,B483,,B48.3 Geotricose,5
B48,B484,,B48.4 Penicilose,5
B48,B487,,B48.7 Micoses oportunistas,5
B48,B488,,B48.8 Outr micoses espec,5
B50,B500,,B50.0 Malaria p/P.falciparum c/complic cerebrais,5
B50,B501,,B50.1 Outr form grav compl malaria p/P.falciparum,5
B50,B509,,B50.9 Malaria NE p/Plasmodium falciparum,5
B51,B510,,B51.0 Malaria p/Plasmodium vivax c/rotura do baco,5
B51,B518,,B51.8 Malaria p/Plasmodium vivax c/outr complic,5
B51,B519,,B51.9 Malaria p/Plasmodium vivax s/complic,5
B52,B520,,B52.0 Malaria p/Plasmodium malariae c/nefropatia,5
B52,B528,,B52.8 Malaria p/Plasmodium malariae c/outr complic,5
B52,B529,,B52.9 Malaria p/Plasmodium malariae s/complic,5
B53,B530,,B53.0 Malaria p/Plasmodium ovale,5
B53,B531,,B53.1 Malaria p/plasmodios de macacos,5
B53,B538,,B53.8 Outr form malarias c/conf parasitolog NCOP,5
B55,B550,,B55.0 Leishmaniose visceral,5
B55,B551,,B55.1 Leishmaniose cutanea,5
B55,B552,,B55.2 Leishmaniose cutaneo-mucosa,5
B55,B559,,B55.9 Leishmaniose NE,5
B56,B560,,B56.0 Tripanossomiase p/Trypanosoma gambiense,5
B56,B561,,B56.1 Tripanossomiase p/Trypanosoma rhodesiense,5
B56,B569,,B56.9 Tripanossomiase africana NE,5
B57,B570,+,B57.0 Form aguda doenc de Chagas c/compr cardiaco,5
B57,B571,,B57.1 Form aguda doenc de Chagas s/compr cardiaco,5
B57,B572,+,B57.2 Doenc de Chagas c/compr cardiaco,5
B57,B573,,B57.3 Doenc de Chagas c/compr aparelho digestivo,5
B57,B574,,B57.4 Doenc de Chagas c/compr do sist nervoso,5
B57,B575,,B57.5 Doenc de Chagas c/compr de outr orgaos,5
B58,B580,+,B58.0 Oculopatia p/Toxoplasma,5
B58,B581,+,B58.1 Hepatite p/Toxoplasma,5
B58,B582,+,B58.2 Meningoencefalite p/Toxoplasma,5
B58,B583,+,B58.3 Toxoplasmose pulmonar,5
B58,B588,+,B58.8 Toxoplasmose c/compr de outr orgaos,5
B58,B589,,B58.9 Toxoplasmose NE,5
B60,B600,,B60.0 Babesiose,5
B60,B601,,B60.1 Acantamebiase,5
B60,B602,,B60.2 Naegleriase,5
B60,B608,,B60.8 Outr doenc espec dev protozoarios,5
B65,B650,,B65.0 Esquistossomose dev Schistosoma haematobium,5
B65,B651,,B65.1 Esquistossomose dev Schistosoma mansoni,5
B65,B652,,B65.2 Esquistossomose dev Schistosoma japonicum,5
B65,B653,,B65.3 Dermatite p/cercarias,5
B65,B658,,B65.8 Outr esquistossomoses,5
B65,B659,,B65.9 Esquistossomose NE,5
B66,B660,,B66.0 Opistorquiase,5
B66,B661,,B66.1 Clonorquiase,5
B66,B662,,B66.2 Dicroceliase,5
B66,B663,,B66.3 Fascioliase,5
B66,B664,,B66.4 Paragonimiase,5
B66,B665,,B66.5 Fasciolopsiase,5
B66,B668,,B66.8 Outr infestacoes p/trematodeos espec,5
B66,B669,,B66.9 Infecc NE p/trematodeo,5
B67,B670,,B67.0 Infestacao hepatica p/E.granulosus,5
B67,B671,,B67.1 Infestacao pulmonar p/E.granulosus,5
B67,B672,,B67.2 Infestacao ossea p/Echinococcus granulosus,5
B67,B673,,B67.3 Infestacoes p/E.granulosus outr e local mult,5
B67,B674,,B67.4 Infestacao NE p/Echinococcus granulosus,5
B67,B675,,B67.5 Infestacao hepatica p/E.multilocularis,5
B67,B676,,B67.6 Infecc p/E.multilocularis outr e local mult,5
B67,B677,,B67.7 Infestacao NE p/Echinococcus multilocularis,5
B67,B678,,B67.8 Infestacao hepatica NE p/Echinococcus,5
B67,B679,,B67.9 Infestacoes p/Echinococcus outr e as NE,5
B68,B680,,B68.0 Infestacao p/Taenia solium,5
B68,B681,,B68.1 Infestacao p/Taenia saginata,5
B68,B689,,B68.9 Infestacao NE p/Taenia,5
B69,B690,,B69.0 Cisticercose do sist nervoso central,5
B69,B691,,B69.1 Cisticercose do olho,5
B69,B698,,B69.8 Cisticercose de outr localiz,5
B69,B699,,B69.9 Cisticercose NE,5
B70,B700,,B70.0 Difilobotriase,5
B70,B701,,B70.1 Esparganose,5
B71,B710,,B71.0 Infestacao p/Hymenolepis,5
B71,B711,,B71.1 Infestacao p/Dipylidium,5
B71,B718,,B71.8 Outr infestacoes espec p/cestoides,5
B71,B719,,B71.9 Infestacao NE p/cestoides,5
B74,B740,,B74.0 Filariose p/Wuchereria bancrofti,5
B74,B741,,B74.1 Filariose p/Brugia malayi,5
B74,B742,,B74.2 Filariose p/Brugia timori,5
B74,B743,,B74.3 Loaiase,5
B74,B744,,B74.4 Mansonelose,5
B74,B748,,B74.8 Outr filarioses,5
B74,B749,,B74.9 Filariose NE,5
B76,B760,,B76.0 Ancilostomose,5
B76,B761,,B76.1 Necatoriase,5
B76,B768,,B76.8 Outr ancilostomiases,5
B76,B769,,B76.9 Ancilostomiase NE,5
B77,B770,,B77.0 Ascaridiase c/complic intestinais,5
B77,B778,,B77.8 Ascaridiase c/outr complic,5
B77,B779,,B77.9 Ascaridiase NE,5
B78,B780,,B78.0 Estrongiloidiase intestinal,5
B78,B781,,B78.1 Estrongiloidiase cutanea,5
B78,B787,,B78.7 Estrongiloidiase disseminada,5
B78,B789,,B78.9 Estrongiloidiase NE,5
B81,B810,,B81.0 Anisaquiase,5
B81,B811,,B81.1 Capilariase intestinal,5
B81,B812,,B81.2 Tricostrongilose,5
B81,B813,,B81.3 Angiostrongiloidose intestinal,5
B81,B814,,B81.4 Helmintiases intestinais mistas,5
B81,B818,,B81.8 Outr helmintiases intestinais espec,5
B82,B820,,B82.0 Helmintiase intestinal NE,5
B82,B829,,B82.9 Parasitose intestinal NE,5
B83,B830,,B83.0 Larva migrans visceral,5
B83,B831,,B83.1 Gnatostomiase,5
B83,B832,,B83.2 Angrostrongiloidose dev P.cantonensis,5
B83,B833,,B83.3 Singamose,5
B83,B834,,B83.4 Hirudiniase interna,5
B83,B838,,B83.8 Outr helmintiases espec,5
B83,B839,,B83.9 Helmintiase NE,5
B85,B850,,B85.0 Pediculose dev Pediculus humanus capitis,5
B85,B851,,B85.1 Pediculose dev Pediculus humanus corporis,5
B85,B852,,B85.2 Pediculose NE,5
B85,B853,,B85.3 Ftiriase,5
B85,B854,,B85.4 Pediculose e ftiriase mista,5
B87,B870,,B87.0 Miiase cutanea,5
B87,B871,,B87.1 Miiase das feridas,5
B87,B872,,B87.2 Miiase ocular,5
B87,B873,,B87.3 Miiase nasofaringea,5
B87,B874,,B87.4 Miiase auricular,5
B87,B878,,B87.8 Miiase de outr localiz,5
B87,B879,,B87.9 Miiase NE,5
B88,B880,,B88.0 Outr acariases,5
B88,B881,,B88.1 Tungiase,5
B88,B882,,B88.2 Outr infestacoes p/artropodos,5
B88,B883,,B88.3 Hirudiniase externa,5
B88,B888,,B88.8 Outr infestacoes espec,5
B88,B889,,B88.9 Infestacao NE,5
B90,B900,,B90.0 Sequelas de tuberc do sist nervoso central,5
B90,B901,,B90.1 Sequelas de tuberc geniturinaria,5
B90,B902,,B90.2 Sequelas de tuberc ossea e das articulacoes,5
B90,B908,,B90.8 Sequelas de tuberc de outr orgaos,5
B90,B909,,B90.9 Sequelas de tuberc vias respirat e orgaos NE,5
B94,B940,,B94.0 Sequelas de tracoma,5
B94,B941,,B94.1 Sequelas de encefalite viral,5
B94,B942,,B94.2 Sequelas de hepatite viral,5
B94,B948,,B94.8 Sequelas outr doenc infecc e parasit espec,5
B94,B949,,B94.9 Sequelas de doenc infecc ou parasit NE,5
B95,B950,,B95.0 Estreptoc grupo A causa doenc class outr cap,5
B95,B951,,B95.1 Estreptoc grupo B causa doenc class outr cap,5
B95,B952,,B95.2 Estreptoc grupo D causa doenc class outr cap,5
B95,B953,,B95.3 S. pneumoniae causa doenc class outr cap,5
B95,B954,,B95.4 Outr estreptococo causa doenc class outr cap,5
B95,B955,,B95.5 Estreptococo NE causa doenc class outr cap,5
B95,B956,,B95.6 S.aureus causa doenc class outr cap,5
B95,B957,,B95.7 Outr estafilococo causa doenc class outr cap,5
B95,B958,,B95.8 Estafilococo NE causa doenc class outr cap,5
B96,B960,,B96.0 M.pneumoniae causa doenc class outr cap,5
B96,B961,,B96.1 K.pneumoniae como doenc class outr cap,5
B96,B962,,B96.2 Escherichia coli como doenc class outr cap,5
B96,B963,,B96.3 H.influenzae como doenc class outr cap,5
B96,B964,,B96.4 Proteus como doenc class outr cap,5
B96,B965,,B96.5 Pseudomonas como doenc class outr cap,5
B96,B966,,B96.6 Bacillus fragilis como doenc class outr cap,5
B96,B967,,B96.7 C.perfringens como doenc class outr cap,5
B96,B968,,B96.8 Outr ag bact espec como doenc class outr cap,5
B97,B970,,B97.0 Adenovirus como doenc class outr cap,5
B97,B971,,B97.1 Enterovirus como doenc class outr cap,5
B97,B972,,B97.2 Coronavirus como doenc class outr cap,5
B97,B973,,B97.3 Retrovirus como doenc class outr cap,5
B97,B974,,B97.4 Virus sincic resp como doenc class outr cap,5
B97,B975,,B97.5 Reovirus como doenc class outr cap,5
B97,B976,,B97.6 Parvovirus como doenc class outr cap,5
B97,B977,,B97.7 Papilomavirus como doenc class outr cap,5
B97,B978,,B97.8 Outr agent virais como doenc class outr cap,5
C00,C000,,C00.0 Labio super externo,5
C00,C001,,C00.1 Labio infer externo,5
C00,C002,,C00.2 Labio externo NE,5
C00,C003,,C00.3 Labio super face interna,5
C00,C004,,C00.4 Labio infer face interna,5
C00,C005,,C00.5 Labio s/especificacao face interna,5
C00,C006,,C00.6 Comissura labial,5
C00,C008,,C00.8 Lesao invasiva do labio,5
C00,C009,,C00.9 Labio NE,5
C02,C020,,C02.0 Face dorsal da lingua,5
C02,C021,,C02.1 Borda da lingua,5
C02,C022,,C02.2 Face ventral da lingua,5
C02,C023,,C02.3 Dois tercos anteriores da lingua parte NE,5
C02,C024,,C02.4 Amigdala lingual,5
C02,C028,,C02.8 Lesao invasiva da lingua,5
C02,C029,,C02.9 Lingua NE,5
C03,C030,,C03.0 Gengiva super,5
C03,C031,,C03.1 Gengiva infer,5
C03,C039,,C03.9 Gengiva NE,5
C04,C040,,C04.0 Assoalho anterior da boca,5
C04,C041,,C04.1 Assoalho lateral da boca,5
C04,C048,,C04.8 Lesao invasiva do assoalho da boca,5
C04,C049,,C04.9 Assoalho da boca NE,5
C05,C050,,C05.0 Palato duro,5
C05,C051,,C05.1 Palato mole,5
C05,C052,,C05.2 Uvula,5
C05,C058,,C05.8 Lesao invasiva do palato,5
C05,C059,,C05.9 Palato NE,5
C06,C060,,C06.0 Mucosa oral,5
C06,C061,,C06.1 Vestibulo da boca,5
C06,C062,,C06.2 Area retromolar,5
C06,C068,,C06.8 Lesao invasiva outr partes e partes NE boca,5
C06,C069,,C06.9 Boca NE,5
C08,C080,,C08.0 Gland submandibular,5
C08,C081,,C08.1 Gland sublingual,5
C08,C088,,C08.8 Lesao invasiva de gland salivares maiores,5
C08,C089,,C08.9 Gland salivar maior NE,5
C09,C090,,C09.0 Fossa amigdaliana,5
C09,C091,,C09.1 Pilar amigdaliano,5
C09,C098,,C09.8 Lesao invasiva da amigdala,5
C09,C099,,C09.9 Amigdala NE,5
C10,C100,,C10.0 Valecula,5
C10,C101,,C10.1 Face anterior da epiglote,5
C10,C102,,C10.2 Parede lateral da orofaringe,5
C10,C103,,C10.3 Parede posterior da orofaringe,5
C10,C104,,C10.4 Fenda branquial,5
C10,C108,,C10.8 Lesao invasiva da orofaringe,5
C10,C109,,C10.9 Orofaringe NE,5
C11,C110,,C11.0 Parede super da nasofaringe,5
C11,C111,,C11.1 Parede posterior da nasofaringe,5
C11,C112,,C11.2 Parede lateral da nasofaringe,5
C11,C113,,C11.3 Parede anterior da nasofaringe,5
C11,C118,,C11.8 Lesao invasiva da nasofaringe,5
C11,C119,,C11.9 Nasofaringe NE,5
C13,C130,,C13.0 Regiao pos-cricoidea,5
C13,C131,,C13.1 Prega ariepiglotica face hipofaringea,5
C13,C132,,C13.2 Parede posterior da hipofaringe,5
C13,C138,,C13.8 Lesao invasiva da hipofaringe,5
C13,C139,,C13.9 Hipofaringe NE,5
C14,C140,,C14.0 Faringe NE,5
C14,C142,,C14.2 Anel de Waldeyer,5
C14,C148,,C14.8 Lesao invasiva labio cavidade oral e faringe,5
C15,C150,,C15.0 Porcao cervical do esofago,5
C15,C151,,C15.1 Porcao toracica do esofago,5
C15,C152,,C15.2 Porcao abdominal do esofago,5
C15,C153,,C15.3 Terco super do esofago,5
C15,C154,,C15.4 Terco medio do esofago,5
C15,C155,,C15.5 Terco infer do esofago,5
C15,C158,,C15.8 Lesao invasiva do esofago,5
C15,C159,,C15.9 Esofago NE,5
C16,C160,,C16.0 Cardia,5
C16,C161,,C16.1 Fundo do estomago,5
C16,C162,,C16.2 Corpo do estomago,5
C16,C163,,C16.3 Antro pilorico,5
C16,C164,,C16.4 Piloro,5
C16,C165,,C16.5 Pequena curvatura do estomago NE,5
C16,C166,,C16.6 Grande curvatura do estomago NE,5
C16,C168,,C16.8 Lesao invasiva do estomago,5
C16,C169,,C16.9 Estomago NE,5
C17,C170,,C17.0 Duodeno,5
C17,C171,,C17.1 Jejuno,5
C17,C172,,C17.2 Ileo,5
C17,C173,,C17.3 Diverticulo de Meckel,5
C17,C178,,C17.8 Lesao invasiva do intestino delgado,5
C17,C179,,C17.9 Intestino delgado NE,5
C18,C180,,C18.0 Ceco,5
C18,C181,,C18.1 Apendice,5
C18,C182,,C18.2 Colon ascendente,5
C18,C183,,C18.3 Flexura hepatica,5
C18,C184,,C18.4 Colon transverso,5
C18,C185,,C18.5 Flexura esplenica,5
C18,C186,,C18.6 Colon descendente,5
C18,C187,,C18.7 Colon sigmoide,5
C18,C188,,C18.8 Lesao invasiva do colon,5
C18,C189,,C18.9 Colon NE,5
C21,C210,,C21.0 Anus NE,5
C21,C211,,C21.1 Canal anal,5
C21,C212,,C21.2 Zona cloacogenica,5
C21,C218,,C21.8 Lesao invasiva do reto anus e do canal anal,5
C22,C220,,C22.0 Carcinoma de celulas hepaticas,5
C22,C221,,C22.1 Carcinoma de vias biliares intra-hepaticas,5
C22,C222,,C22.2 Hepatoblastoma,5
C22,C223,,C22.3 Angiossarcoma do figado,5
C22,C224,,C22.4 Outr sarcomas do figado,5
C22,C227,,C22.7 Outr carcinomas espec do figado,5
C22,C229,,C22.9 Neopl malig do figado NE,5
C24,C240,,C24.0 Vias biliares extra-hepaticas,5
C24,C241,,C24.1 Ampola de Vater,5
C24,C248,,C24.8 Lesao invasiva das vias biliares,5
C24,C249,,C24.9 Via biliar NE,5
C25,C250,,C25.0 Cabeca do pancreas,5
C25,C251,,C25.1 Corpo do pancreas,5
C25,C252,,C25.2 Cauda do pancreas,5
C25,C253,,C25.3 Canal pancreatico,5
C25,C254,,C25.4 Pancreas endocrino,5
C25,C257,,C25.7 Neopl malig de outr partes do pancreas,5
C25,C258,,C25.8 Lesao invasiva do pancreas,5
C25,C259,,C25.9 Pancreas NE,5
C26,C260,,C26.0 Trato intestinal parte NE,5
C26,C261,,C26.1 Baco,5
C26,C268,,C26.8 Lesao invasiva do aparelho digestivo,5
C26,C269,,C26.9 Localiz mal def dentro aparelho digestivo,5
C30,C300,,C30.0 Cavidade nasal,5
C30,C301,,C30.1 Ouvido medio,5
C31,C310,,C31.0 Seio maxilar,5
C31,C311,,C31.1 Seio etmoidal,5
C31,C312,,C31.2 Seio frontal,5
C31,C313,,C31.3 Seio esfenoidal,5
C31,C318,,C31.8 Lesao invasiva dos seios da face,5
C31,C319,,C31.9 Seio da face NE,5
C32,C320,,C32.0 Glote,5
C32,C321,,C32.1 Regiao supraglotica,5
C32,C322,,C32.2 Regiao subglotica,5
C32,C323,,C32.3 Cartilagens da laringe,5
C32,C328,,C32.8 Lesao invasiva da laringe,5
C32,C329,,C32.9 Laringe NE,5
C34,C340,,C34.0 Bronquio principal,5
C34,C341,,C34.1 Lobo super bronquio ou pulmao,5
C34,C342,,C34.2 Lobo medio bronquio ou pulmao,5
C34,C343,,C34.3 Lobo infer bronquio ou pulmao,5
C34,C348,,C34.8 Lesao invasiva dos bronquios e dos pulmoes,5
C34,C349,,C34.9 Bronquios ou pulmoes NE,5
C38,C380,,C38.0 Coracao,5
C38,C381,,C38.1 Mediastino anterior,5
C38,C382,,C38.2 Mediastino posterior,5
C38,C383,,C38.3 Mediastino porcao NE,5
C38,C384,,C38.4 Pleura,5
C38,C388,,C38.8 Lesao invasiva coracao mediastino e pleura,5
C39,C390,,C39.0 Trato respirat super porcao NE,5
C39,C398,,C39.8 Lesao invasiva ap respirat org intratoracic,5
C39,C399,,C39.9 Localiz mal definidas do aparelho respirat,5
C40,C400,,C40.0 Omoplata e ossos longos dos membros super,5
C40,C401,,C40.1 Ossos curtos dos membros super,5
C40,C402,,C40.2 Ossos longos dos membros infer,5
C40,C403,,C40.3 Ossos curtos dos membros infer,5
C40,C408,,C40.8 Lesao invasiva ossos/cartilag artic membros,5
C40,C409,,C40.9 Ossos e cartilagens articulares de membro NE,5
C41,C410,,C41.0 Ossos do cranio e da face,5
C41,C411,,C41.1 Mandibula,5
C41,C412,,C41.2 Coluna vertebral,5
C41,C413,,C41.3 Costelas esterno e clavicula,5
C41,C414,,C41.4 Ossos da pelve sacro e coccix,5
C41,C418,,C41.8 Lesao invasiva ossos e cartilag articulares,5
C41,C419,,C41.9 Ossos e cartilagens articulares,5
C43,C430,,C43.0 Melanoma malig do labio,5
C43,C431,,C43.1 Melanoma malig palpebra incl comiss palpebr,5
C43,C432,,C43.2 Melanoma malig orelha conduto auditiv extern,5
C43,C433,,C43.3 Melanoma malig outr partes e NE da face,5
C43,C434,,C43.4 Melanoma malig couro cabeludo e do pescoco,5
C43,C435,,C43.5 Melanoma maligno do tronco,5
C43,C436,,C43.6 Melanoma maligno do membro super incl ombro,5
C43,C437,,C43.7 Melanoma maligno membro infer incl quadril,5
C43,C438,,C43.8 Melanoma maligno invasivo da pele,5
C43,C439,,C43.9 Melanoma maligno de pele NE,5
C44,C440,,C44.0 Pele do labio,5
C44,C441,,C44.1 Pele da palpebra incl o canto,5
C44,C442,,C44.2 Pele da orelha e do conduto auditivo externo,5
C44,C443,,C44.3 Pele de outr partes e de partes NE da face,5
C44,C444,,C44.4 Pele do couro cabeludo e do pescoco,5
C44,C445,,C44.5 Pele do tronco,5
C44,C446,,C44.6 Pele do membro super incl ombro,5
C44,C447,,C44.7 Pele do membro infer incl quadril,5
C44,C448,,C44.8 Lesao invasiva da pele,5
C44,C449,,C44.9 Neopl malig da pele,5
C45,C450,,C45.0 Mesotelioma da pleura,5
C45,C451,,C45.1 Mesotelioma do peritonio,5
C45,C452,,C45.2 Mesotelioma do pericardio,5
C45,C457,,C45.7 Mesotelioma de outr localiz,5
C45,C459,,C45.9 Mesotelioma NE,5
C46,C460,,C46.0 Sarcoma de Kaposi da pele,5
C46,C461,,C46.1 Sarcoma de Kaposi de tec moles,5
C46,C462,,C46.2 Sarcoma de Kaposi do palato,5
C46,C463,,C46.3 Sarcoma de Kaposi dos ganglios linfaticos,5
C46,C467,,C46.7 Sarcoma de Kaposi de outr localiz,5
C46,C468,,C46.8 Sarcoma de Kaposi de mult orgaos,5
C46,C469,,C46.9 Sarcoma de Kaposi NE,5
C47,C470,,C47.0 Nervos perifericos da cabeca face e pescoco,5
C47,C471,,C47.1 Nervos perifericos membros super incl ombro,5
C47,C472,,C47.2 Nervos periferic membros infer incl quadril,5
C47,C473,,C47.3 Nervos perifericos do torax,5
C47,C474,,C47.4 Nervos perifericos do abdome,5
C47,C475,,C47.5 Nervos perifericos da pelve,5
C47,C476,,C47.6 Nervos perifericos do tronco,5
C47,C478,,C47.8 Lesao invasiva nervos perif e sist nerv auto,5
C47,C479,,C47.9 Nervos perifericos e sist nervoso autonomo,5
C48,C480,,C48.0 Retroperitonio,5
C48,C481,,C48.1 Partes espec do peritonio,5
C48,C482,,C48.2 Peritonio,5
C48,C488,,C48.8 Lesao invasiva tec moles retro- e peritonio,5
C49,C490,,C49.0 Tec conjuntivo e moles cabeca face e pescoco,5
C49,C491,,C49.1 Tec conjuntivo e moles membr sup incl ombro,5
C49,C492,,C49.2 Tec conjuntivo e moles membr inf incl quadr,5
C49,C493,,C49.3 Tec conjuntivo e tec moles do torax,5
C49,C494,,C49.4 Tec conjuntivo e tec moles do abdome,5
C49,C495,,C49.5 Tec conjuntivo e tec moles da pelve,5
C49,C496,,C49.6 Tec conjuntivo e tec moles do tronco,5
C49,C498,,C49.8 Lesao invasiva tec conjuntivo e tec moles,5
C49,C499,,C49.9 Neopl malig tec conjuntivo e tec moles,5
C50,C500,,C50.0 Mamilo e areola,5
C50,C501,,C50.1 Porcao central da mama,5
C50,C502,,C50.2 Quadrante super interno da mama,5
C50,C503,,C50.3 Quadrante infer interno da mama,5
C50,C504,,C50.4 Quadrante super externo da mama,5
C50,C505,,C50.5 Quadrante infer externo da mama,5
C50,C506,,C50.6 Porcao axilar da mama,5
C50,C508,,C50.8 Lesao invasiva da mama,5
C50,C509,,C50.9 Mama NE,5
C51,C510,,C51.0 Grandes labios,3
C51,C511,,C51.1 Pequenos labios,3
